Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Spectral Count	20220119_C27283_008_S353679_M_1 Spectral Count	20220119_C27283_010_S353680_M_2 Spectral Count	20220119_C27283_012_S353681_M_3 Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Unique Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Unique Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Unique Spectral Count	20220119_C27283_008_S353679_M_1 Unique Spectral Count	20220119_C27283_010_S353680_M_2 Unique Spectral Count	20220119_C27283_012_S353681_M_3 Unique Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Total Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Total Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Total Spectral Count	20220119_C27283_008_S353679_M_1 Total Spectral Count	20220119_C27283_010_S353680_M_2 Total Spectral Count	20220119_C27283_012_S353681_M_3 Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Intensity	20220119_C27283_004_S353677_B-GFP_02 Intensity	20220119_C27283_006_S353678_B-GFP_03 Intensity	20220119_C27283_008_S353679_M_1 Intensity	20220119_C27283_010_S353680_M_2 Intensity	20220119_C27283_012_S353681_M_3 Intensity	20220119_C27283_002_S353676_B-GFP_01 Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 Unique Intensity	20220119_C27283_008_S353679_M_1 Unique Intensity	20220119_C27283_010_S353680_M_2 Unique Intensity	20220119_C27283_012_S353681_M_3 Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 Total Intensity	20220119_C27283_004_S353677_B-GFP_02 Total Intensity	20220119_C27283_006_S353678_B-GFP_03 Total Intensity	20220119_C27283_008_S353679_M_1 Total Intensity	20220119_C27283_010_S353680_M_2 Total Intensity	20220119_C27283_012_S353681_M_3 Total Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Unique Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Unique Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Unique Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Total Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Total Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Total Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Total Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Total Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P32961|NRL1_ARATH	P32961	NRL1_ARATH	NIT1	346	35.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Nitrilase 1	1.0000	0.9990	8	17	10	17	2	2	0	0	0	13	2	1	0	0	0	7	2	2	0	0	0	13	1.5290266E7	1.3497408E7	0.0	0.0	0.0	1.07997296E8	1.4910279E7	8876166.0	0.0	0.0	0.0	1.03958176E8	1.5290266E7	1.3497408E7	0.0	0.0	0.0	1.07997296E8	7292301.0	1.3775884E7	0.0	0.0	0.0	4.2718156E7	8043163.0	1.3783154E7	0.0	0.0	0.0	3.8709816E7	7292301.0	1.3775884E7	0.0	0.0	0.0	4.2718156E7	
sp|P38418|LOX2_ARATH	P38418	LOX2_ARATH	LOX2	896	16.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Lipoxygenase 2, chloroplastic	1.0000	0.9990	11	21	8	21	7	6	2	0	0	6	3	2	1	0	0	2	7	6	2	0	0	6	3.7127752E7	3.5342444E7	7875022.5	0.0	0.0	1.360037E7	2.8934072E7	2.2168388E7	7875022.5	0.0	0.0	1.1591966E7	3.7127752E7	3.5342444E7	7875022.5	0.0	0.0	1.360037E7	1.692505E7	1.9156232E7	9402368.0	0.0	0.0	6339458.5	1.6667443E7	1.8940268E7	0.0	0.0	0.0	7773606.0	1.692505E7	1.9156232E7	9402368.0	0.0	0.0	6339458.5	
sp|P41376|IF4A1_ARATH	P41376	IF4A1_ARATH	EIF4A1	412	16.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-1	1.0000	0.9990	7	13	0	13	5	3	1	0	1	3	0	0	0	0	0	0	5	3	1	0	1	3	2.0572044E7	2.4397452E7	2704096.0	0.0	1475604.8	4281025.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0572044E7	2.4397452E7	2704096.0	0.0	1475604.8	4281025.0	1.4195449E7	1.6870508E7	0.0	0.0	1166390.1	3454182.2	0.0	0.0	0.0	0.0	0.0	0.0	1.4195449E7	1.6870508E7	0.0	0.0	1166390.1	3454182.2	sp|P41377|IF4A2_ARATH, sp|Q9CAI7|IF4A3_ARATH, tr|A0A1I9LSZ7|A0A1I9LSZ7_ARATH, tr|A8MRZ7|A8MRZ7_ARATH, tr|F4HV96|F4HV96_ARATH, tr|F4JEL4|F4JEL4_ARATH, tr|F4JEL5|F4JEL5_ARATH
sp|P42798|R15A1_ARATH	P42798	R15A1_ARATH	RPS15AA	130	23.80	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	40S ribosomal protein S15a-1	1.0000	0.9990	3	10	4	10	2	0	3	2	2	1	1	0	1	1	1	0	2	0	3	2	2	1	1.6307151E7	4.398324E7	1.9222426E7	1.2656446E7	1.3470024E7	7652049.5	5346418.0	9992772.0	5999334.5	7519866.5	5066180.0	2885408.2	1.6307151E7	4.398324E7	1.9222426E7	1.2656446E7	1.3470024E7	7652049.5	9328345.0	1.9241744E7	8195966.5	7573372.0	6549022.5	3286365.2	0.0	0.0	0.0	0.0	0.0	0.0	9328345.0	1.9241744E7	8195966.5	7573372.0	6549022.5	3286365.2	
sp|P43286|PIP21_ARATH	P43286	PIP21_ARATH	PIP2-1	287	56.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Aquaporin PIP2-1	1.0000	0.9990	8	23	9	23	5	9	3	6	0	0	2	4	0	3	0	0	5	9	3	6	0	0	1.9447386E7	6.838484E7	8278563.0	3.0579542E7	1655767.9	2843869.2	7659504.5	7770782.0	0.0	1547330.8	982820.25	2423352.8	1.9447386E7	6.838484E7	8278563.0	3.0579542E7	1655767.9	2843869.2	1.1528975E7	2.368955E7	7336217.5	8271531.5	2641122.8	5559093.0	5688039.5	8169676.5	0.0	2303063.2	0.0	0.0	1.1528975E7	2.368955E7	7336217.5	8271531.5	2641122.8	5559093.0	
sp|P49209|RL91_ARATH	P49209	RL91_ARATH	RPL9B	194	35.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	60S ribosomal protein L9-1	1.0000	0.9990	5	11	9	11	3	4	3	1	0	0	2	3	3	1	0	0	3	4	3	1	0	0	4.381822E7	7.1015408E7	1.8888846E7	3029490.8	1303689.1	8893419.0	3.7999464E7	7.1407016E7	1.8888846E7	3029490.8	2436857.8	6680807.0	4.381822E7	7.1015408E7	1.8888846E7	3029490.8	1303689.1	8893419.0	1.6649014E7	2.8861556E7	1.1393858E7	0.0	2051920.6	2984386.8	1.6155073E7	3.0292546E7	1.1274619E7	0.0	1980700.5	2910601.8	1.6649014E7	2.8861556E7	1.1393858E7	0.0	2051920.6	2984386.8	
sp|P49688|RS23_ARATH	P49688	RS23_ARATH	RPS2C	285	24.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	40S ribosomal protein S2-3	1.0000	0.9990	6	15	5	15	5	2	4	2	1	1	2	1	1	1	0	0	5	2	4	2	1	1	4.3503212E7	6.1884344E7	2.705213E7	8573504.0	2436632.2	7237630.5	1.6550175E7	1.9509518E7	9707735.0	6184153.5	1184399.5	5350561.0	4.3503212E7	6.1884344E7	2.705213E7	8573504.0	2436632.2	7237630.5	1.458316E7	2.2956764E7	1.2873853E7	5913906.0	3739678.8	4165561.2	1.2344223E7	0.0	0.0	0.0	0.0	4158752.2	1.458316E7	2.2956764E7	1.2873853E7	5913906.0	3739678.8	4165561.2	
sp|P53492|ACT7_ARATH	P53492	ACT7_ARATH	ACT7	377	48.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Actin-7	1.0000	0.9990	13	51	11	51	8	11	6	10	6	10	3	3	1	2	0	2	8	11	6	10	6	10	6.4113912E7	1.63146912E8	3.7695452E7	1.95848E7	1.0167345E7	3.9934436E7	1.641909E7	3.3609384E7	8975977.0	6241541.0	1251386.9	8544015.0	6.4113912E7	1.63146912E8	3.7695452E7	1.95848E7	1.0167345E7	3.9934436E7	2.8910504E7	6.099358E7	2.3463334E7	1.3777148E7	6684203.5	1.7924314E7	8582842.0	1.7105464E7	7232466.0	3963972.0	0.0	5398099.0	2.8910504E7	6.099358E7	2.3463334E7	1.3777148E7	6684203.5	1.7924314E7	
sp|Q96292|ACT2_ARATH	Q96292	ACT2_ARATH	ACT2	377	39.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Actin-2	1.0000	0.9990	11	14	0	43	3	3	2	2	2	2	0	0	0	0	0	0	6	9	5	9	6	8	1.5608426E7	2.3184702E7	5146607.0	8771491.0	1914675.5	5896002.5	0.0	0.0	0.0	0.0	0.0	0.0	4.1364512E7	7.9150816E7	1.7613764E7	1.540576E7	9338950.0	2.6563414E7	9277334.0	1.2259693E7	4535081.0	2271442.0	1392507.5	3614209.8	0.0	0.0	0.0	0.0	0.0	0.0	1.825068E7	3.305214E7	1.3372112E7	8126845.0	3707332.0	1.1098897E7	sp|Q96293|ACT8_ARATH
sp|P53494|ACT4_ARATH	P53494	ACT4_ARATH	ACT4	377	27.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Actin-4	1.0000	0.9990	7	2	0	26	0	1	0	1	0	0	0	0	0	0	0	0	3	6	3	5	4	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5408184E7	1.46500928E8	2.8541232E7	2.191778E7	1.1168234E7	3.7591592E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8623656E7	7.1377008E7	2.2469954E7	1.2821057E7	6825720.0	1.699899E7	sp|P53496|ACT11_ARATH, sp|P53497|ACT12_ARATH
sp|P54887|P5CS1_ARATH	P54887	P5CS1_ARATH	P5CSA	717	7.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Delta-1-pyrroline-5-carboxylate synthase A	1.0000	0.9979	4	6	0	6	2	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	4	8278384.0	4617383.5	0.0	0.0	0.0	1.1913236E7	0.0	0.0	0.0	0.0	0.0	0.0	8278384.0	4617383.5	0.0	0.0	0.0	1.1913236E7	4291241.0	0.0	0.0	0.0	0.0	4842094.0	0.0	0.0	0.0	0.0	0.0	0.0	4291241.0	0.0	0.0	0.0	0.0	4842094.0	tr|B9DFG0|B9DFG0_ARATH, tr|F4IFZ9|F4IFZ9_ARATH
sp|P56757|ATPA_ARATH	P56757	ATPA_ARATH	atpA	507	51.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	ATP synthase subunit alpha, chloroplastic	1.0000	0.9990	21	95	87	95	25	22	16	6	9	17	22	20	15	6	9	15	25	22	16	6	9	17	4.13013056E8	4.79833536E8	1.22880256E8	1.6077509E7	3.0131396E7	8.819332E7	4.13013056E8	4.79833536E8	1.22880256E8	1.6077509E7	3.0131396E7	8.819332E7	4.13013056E8	4.79833536E8	1.22880256E8	1.6077509E7	3.0131396E7	8.819332E7	1.3106692E8	2.03773168E8	6.8477992E7	1.832442E7	1.3574487E7	4.9813996E7	1.30086544E8	2.12299712E8	6.8477992E7	1.8370846E7	1.3780473E7	4.733366E7	1.3106692E8	2.03773168E8	6.8477992E7	1.832442E7	1.3574487E7	4.9813996E7	
tr|A0A2P2CLF9|A0A2P2CLF9_ARATH	A0A2P2CLF9	A0A2P2CLF9_ARATH	atp1	507	14.80	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	ATP synthase subunit alpha	1.0000	0.9990	7	4	0	12	2	1	0	0	0	1	0	0	0	0	0	0	5	3	1	0	0	3	2.5128516E7	2.4514838E7	0.0	0.0	1497984.5	6435597.5	0.0	0.0	0.0	0.0	0.0	0.0	6.785036E7	7.7146904E7	0.0	5526820.0	5529170.5	2.2223294E7	1.0613929E7	1.3163188E7	0.0	0.0	0.0	3841362.8	0.0	0.0	0.0	0.0	0.0	0.0	4.4789552E7	6.1730064E7	0.0	0.0	3885259.2	2.1017404E7	
sp|P59232|R27AB_ARATH	P59232	R27AB_ARATH	RPS27AB	157	35.30	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Ubiquitin-40S ribosomal protein S27a-2	1.0000	0.9990	5	13	0	13	7	3	2	0	1	0	0	0	0	0	0	0	7	3	2	0	1	0	1.23349488E8	1.33126608E8	0.0	0.0	3436518.5	9876728.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23349488E8	1.33126608E8	0.0	0.0	3436518.5	9876728.0	5.0937864E7	5.584988E7	0.0	0.0	7941186.0	6268487.5	0.0	0.0	0.0	0.0	0.0	0.0	5.0937864E7	5.584988E7	0.0	0.0	7941186.0	6268487.5	sp|P59233|R27AC_ARATH, sp|P59271|R27AA_ARATH
sp|P60039|RL73_ARATH	P60039	RL73_ARATH	RPL7C	242	31.80	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	60S ribosomal protein L7-3	0.9999	0.9990	7	11	0	11	1	2	0	4	4	0	0	0	0	0	0	0	1	2	0	4	4	0	8191290.5	1.5659994E7	0.0	1.6107561E7	1.2181081E7	1043914.0	0.0	0.0	0.0	0.0	0.0	0.0	8191290.5	1.5659994E7	0.0	1.6107561E7	1.2181081E7	1043914.0	5734187.0	8341983.0	0.0	6842408.5	5038789.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5734187.0	8341983.0	0.0	6842408.5	5038789.0	0.0	tr|F4IT48|F4IT48_ARATH
sp|P60040|RL72_ARATH	P60040	RL72_ARATH	RPL7B	242	25.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	60S ribosomal protein L7-2	0.9999	0.9989	6	1	0	10	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	4	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8191290.5	1.5659994E7	0.0	1.6107561E7	1.2181081E7	1043914.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5457848.5	8341983.0	0.0	6842408.5	5293910.0	0.0	
sp|Q9LHP1|RL74_ARATH	Q9LHP1	RL74_ARATH	RPL7D	244	27.90	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	60S ribosomal protein L7-4	0.9997	0.9972	6	1	1	9	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	3	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6096958.0	1.5659994E7	0.0	1.2137052E7	8412768.0	1043914.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6541958.0	8341983.0	0.0	6969846.0	4335868.5	0.0	
sp|Q03250|RBG7_ARATH	Q03250	RBG7_ARATH	RBG7	176	26.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Glycine-rich RNA-binding protein 7	1.0000	0.9990	3	8	1	8	2	3	2	0	0	1	0	1	0	0	0	0	2	3	2	0	0	1	1.9806912E7	3.3370374E7	1.419798E7	0.0	313582.16	3487238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9806912E7	3.3370374E7	1.419798E7	0.0	313582.16	3487238.0	1.2559925E7	2.0588592E7	9311706.0	0.0	0.0	2170016.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2559925E7	2.0588592E7	9311706.0	0.0	0.0	2170016.0	
sp|Q03251|RBG8_ARATH	Q03251	RBG8_ARATH	RBG8	169	23.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Glycine-rich RNA-binding protein 8	1.0000	0.9981	2	9	0	9	2	2	2	1	1	1	0	0	0	0	0	0	2	2	2	1	1	1	7847448.0	1.270242E7	5450770.0	774985.3	1092731.6	3166758.2	0.0	0.0	0.0	0.0	0.0	0.0	7847448.0	1.270242E7	5450770.0	774985.3	1092731.6	3166758.2	4947372.5	7688515.5	3543354.2	0.0	732214.75	1993642.0	0.0	0.0	0.0	0.0	0.0	0.0	4947372.5	7688515.5	3543354.2	0.0	732214.75	1993642.0	tr|F4JVC0|F4JVC0_ARATH, tr|F4JVC1|F4JVC1_ARATH
sp|Q06611|PIP12_ARATH	Q06611	PIP12_ARATH	PIP1-2	286	47.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Aquaporin PIP1-2	1.0000	0.9990	8	43	5	43	9	12	8	11	0	3	1	2	1	1	0	0	9	12	8	11	0	3	1.6225129E7	4.0349672E7	1.5642492E7	4.7038824E7	790629.0	3481963.0	1593804.6	4904865.0	1369022.8	7124014.0	0.0	373990.25	1.6225129E7	4.0349672E7	1.5642492E7	4.7038824E7	790629.0	3481963.0	6866678.5	1.7009542E7	5716385.0	1.8862192E7	1071545.9	2091936.4	1764321.0	7659147.5	0.0	0.0	0.0	0.0	6866678.5	1.7009542E7	5716385.0	1.8862192E7	1071545.9	2091936.4	
sp|P61837|PIP11_ARATH	P61837	PIP11_ARATH	PIP1-1	286	47.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Aquaporin PIP1-1	1.0000	0.9990	8	3	3	41	0	2	0	1	0	0	0	2	0	1	0	0	8	12	7	11	0	3	281346.62	1914660.0	0.0	2482531.2	0.0	0.0	281346.62	1914660.0	0.0	2482531.2	0.0	0.0	1.6225129E7	4.0349672E7	1.5642492E7	4.7038824E7	790629.0	3481963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6875137.5	1.6688678E7	5751861.5	1.8682312E7	1071545.9	2136776.2	
sp|Q08733|PIP13_ARATH	Q08733	PIP13_ARATH	PIP1-3	286	47.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Aquaporin PIP1-3	1.0000	0.9990	8	2	0	40	0	0	0	2	0	0	0	0	0	0	0	0	8	10	7	12	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6225129E7	4.0349672E7	1.5642492E7	4.7038824E7	790629.0	3481963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6901371.0	1.6728796E7	5751861.5	1.8566666E7	1071545.9	2136776.2	
sp|Q39196|PIP14_ARATH	Q39196	PIP14_ARATH	PIP1.4	287	47.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Probable aquaporin PIP1-4	1.0000	0.9990	7	1	1	39	0	1	0	0	0	0	0	1	0	0	0	0	8	11	7	10	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6225129E7	4.0349672E7	1.5642492E7	4.7038824E7	790629.0	3481963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6901371.0	1.6728796E7	5751861.5	1.8566666E7	1071545.9	2136776.2	
sp|Q08112|RS151_ARATH	Q08112	RS151_ARATH	RPS15A	152	33.10	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	40S ribosomal protein S15-1	1.0000	0.9990	3	12	0	12	3	3	3	2	1	0	0	0	0	0	0	0	3	3	3	2	1	0	2.7222536E7	1.00428304E8	3.0087656E7	2.0647842E7	1.4922609E7	4440484.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7222536E7	1.00428304E8	3.0087656E7	2.0647842E7	1.4922609E7	4440484.0	1.9273974E7	5.3989756E7	1.7253382E7	2.1438966E7	0.0	3832238.5	0.0	0.0	0.0	0.0	0.0	0.0	1.9273974E7	5.3989756E7	1.7253382E7	2.1438966E7	0.0	3832238.5	sp|Q9FY64|RS154_ARATH, tr|F4I472|F4I472_ARATH
sp|Q08682|RSSA1_ARATH	Q08682	RSSA1_ARATH	RPSaA	298	16.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	40S ribosomal protein Sa-1	1.0000	0.9990	3	3	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1.8022982E7	3.1563842E7	0.0	0.0	1860455.0	3408688.8	0.0	0.0	0.0	0.0	0.0	0.0	1.8022982E7	3.1563842E7	0.0	0.0	1860455.0	3408688.8	1.083779E7	1.6707788E7	0.0	0.0	1328871.2	3258008.5	0.0	0.0	0.0	0.0	0.0	0.0	1.083779E7	1.6707788E7	0.0	0.0	1328871.2	3258008.5	tr|B9DG17|B9DG17_ARATH
sp|Q39099|XTH4_ARATH	Q39099	XTH4_ARATH	XTH4	296	23.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Xyloglucan endotransglucosylase/hydrolase protein 4	1.0000	0.9990	5	8	2	8	1	4	1	1	0	1	1	1	0	0	0	0	1	4	1	1	0	1	6563897.0	1.858527E7	0.0	3962628.0	322815.53	2444311.0	2838734.5	4973198.5	0.0	0.0	0.0	1116789.8	6563897.0	1.858527E7	0.0	3962628.0	322815.53	2444311.0	3536054.0	8691283.0	0.0	0.0	0.0	1837599.5	0.0	0.0	0.0	0.0	0.0	0.0	3536054.0	8691283.0	0.0	0.0	0.0	1837599.5	
sp|Q39102|FTSH1_ARATH	Q39102	FTSH1_ARATH	FTSH1	716	8.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	ATP-dependent zinc metalloprotease FTSH 1, chloroplastic	1.0000	0.9990	5	10	0	10	4	2	1	0	0	3	0	0	0	0	0	0	4	2	1	0	0	3	1.448658E7	2.020816E7	0.0	0.0	291169.75	4053718.0	0.0	0.0	0.0	0.0	0.0	0.0	1.448658E7	2.020816E7	0.0	0.0	291169.75	4053718.0	5709415.0	1.1094504E7	0.0	0.0	0.0	1627592.1	0.0	0.0	0.0	0.0	0.0	0.0	5709415.0	1.1094504E7	0.0	0.0	0.0	1627592.1	sp|Q9FH02|FTSH5_ARATH
sp|Q39242|TRXB2_ARATH	Q39242	TRXB2_ARATH	NTR2	383	13.00	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Thioredoxin reductase 2	1.0000	0.9990	4	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	1299430.9	2855203.0	0.0	0.0	0.0	7493634.5	0.0	0.0	0.0	0.0	0.0	0.0	1299430.9	2855203.0	0.0	0.0	0.0	7493634.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1P8AZS7|A0A1P8AZS7_ARATH
sp|Q42029|PSBP1_ARATH	Q42029	PSBP1_ARATH	PSBP1	263	25.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Oxygen-evolving enhancer protein 2-1, chloroplastic	1.0000	0.9990	4	15	12	15	3	4	2	0	1	5	3	3	2	0	1	3	3	4	2	0	1	5	2.4300716E7	4.9761636E7	5720702.5	0.0	1876889.5	3.025623E7	2.4300716E7	4.9761636E7	5720702.5	0.0	1876889.5	3.025623E7	2.4300716E7	4.9761636E7	5720702.5	0.0	1876889.5	3.025623E7	9903571.0	1.991333E7	0.0	0.0	997240.44	1.2632972E7	9797009.0	2.0537008E7	0.0	0.0	997240.44	1.2382564E7	9903571.0	1.991333E7	0.0	0.0	997240.44	1.2632972E7	
sp|Q6PQQ4|BBM_ARATH	Q6PQQ4	BBM_ARATH	BBM	584	36.80	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	AP2-like ethylene-responsive transcription factor BBM	1.0000	0.9990	20	134	7	134	60	40	34	0	0	0	5	2	0	0	0	0	60	40	34	0	0	0	4.4753792E9	3.97043686E9	1.92833114E9	0.0	0.0	0.0	6.2983352E7	7.5257712E7	0.0	0.0	0.0	0.0	4.4753792E9	3.97043686E9	1.92833114E9	0.0	0.0	0.0	1.96240422E9	1.92233459E9	8.9614784E8	0.0	0.0	0.0	6.5083144E7	7.0387864E7	0.0	0.0	0.0	0.0	1.96240422E9	1.92233459E9	8.9614784E8	0.0	0.0	0.0	
sp|Q84WV8|NPRT2_ARATH	Q84WV8	NPRT2_ARATH	NAPRT2	557	17.50	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Nicotinate phosphoribosyltransferase 2	1.0000	0.9990	8	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0.0	600807.1	0.0	0.0	0.0	3302303.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600807.1	0.0	0.0	0.0	3302303.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1P8AXW4|A0A1P8AXW4_ARATH
sp|Q8RWV0|TKTC1_ARATH	Q8RWV0	TKTC1_ARATH	TKL-1	741	28.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Transketolase-1, chloroplastic	1.0000	0.9990	14	21	0	21	4	2	1	0	1	13	0	0	0	0	0	0	4	2	1	0	1	13	2.562562E7	1.5884767E7	6796769.0	0.0	5983783.5	3.9319064E7	0.0	0.0	0.0	0.0	0.0	0.0	2.562562E7	1.5884767E7	6796769.0	0.0	5983783.5	3.9319064E7	1.296527E7	1.2652287E7	0.0	0.0	2968455.8	1.984971E7	0.0	0.0	0.0	0.0	0.0	0.0	1.296527E7	1.2652287E7	0.0	0.0	2968455.8	1.984971E7	tr|F4JBY2|F4JBY2_ARATH
sp|Q944G9|ALFP2_ARATH	Q944G9	ALFP2_ARATH	FBA2	398	25.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase 2, chloroplastic	1.0000	0.9990	6	8	1	8	1	2	0	0	0	5	0	0	0	0	0	1	1	2	0	0	0	5	1.8173128E7	2.4631894E7	0.0	0.0	728439.8	1.9132364E7	0.0	0.0	0.0	0.0	0.0	0.0	1.8173128E7	2.4631894E7	0.0	0.0	728439.8	1.9132364E7	1.2871398E7	1.6331895E7	0.0	0.0	0.0	1.2709434E7	0.0	0.0	0.0	0.0	0.0	0.0	1.2871398E7	1.6331895E7	0.0	0.0	0.0	1.2709434E7	
