Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Unique Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Unique Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Unique Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Unique Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Unique Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Unique Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Total Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Total Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Total Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Total Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Total Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Total Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Unique Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Unique Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Unique Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Unique Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Unique Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Unique Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Total Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Total Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Total Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Total Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Total Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Total Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Unique Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Unique Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Unique Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Unique Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Unique Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Unique Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Total Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Total Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Total Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Total Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Total Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	37.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit alpha type-7	1.0000	0.9990	7	25	10	25	17	0	1	0	0	7	7	0	0	0	0	3	17	0	1	0	0	7	593160.56	0.0	0.0	0.0	0.0	188258.06	388796.8	0.0	0.0	0.0	0.0	117175.16	593160.56	0.0	0.0	0.0	0.0	188258.06	219804.8	0.0	0.0	0.0	0.0	93478.11	248547.67	0.0	0.0	0.0	0.0	82668.0	219804.8	0.0	0.0	0.0	0.0	93478.11	
sp|O14908|GIPC1_HUMAN	O14908	GIPC1_HUMAN	GIPC1	333	25.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	PDZ domain-containing protein GIPC1	1.0000	0.9990	7	10	8	10	9	0	0	0	0	1	7	0	0	0	0	1	9	0	0	0	0	1	77148.82	0.0	0.0	0.0	0.0	41603.914	77148.82	0.0	0.0	0.0	0.0	41603.914	77148.82	0.0	0.0	0.0	0.0	41603.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	22.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	D-3-phosphoglycerate dehydrogenase	1.0000	0.9990	9	19	18	19	19	0	0	0	0	0	18	0	0	0	0	0	19	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	10.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Band 4.1-like protein 2	1.0000	0.9990	8	15	14	15	15	0	0	0	0	0	14	0	0	0	0	0	15	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43866|CD5L_HUMAN	O43866	CD5L_HUMAN	CD5L	347	54.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD5 antigen-like	1.0000	0.9990	18	234	211	234	0	7	120	8	0	99	0	6	112	7	0	86	0	7	120	8	0	99	0.0	1431610.0	5396836.5	3174800.5	0.0	7337111.5	0.0	1565118.2	4738499.5	3468315.5	0.0	7248397.5	0.0	1431610.0	5396836.5	3174800.5	0.0	7337111.5	0.0	763307.1	2154118.0	1910323.5	0.0	3063337.2	0.0	770326.3	2339264.2	1719705.8	0.0	3105005.2	0.0	763307.1	2154118.0	1910323.5	0.0	3063337.2	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	35.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0000	0.9990	5	64	0	64	25	10	7	10	8	4	0	0	0	0	0	0	25	10	7	10	8	4	1805730.1	2329456.0	65327.664	1863913.5	4533856.0	53443.13	0.0	0.0	0.0	0.0	0.0	0.0	1805730.1	2329456.0	65327.664	1863913.5	4533856.0	53443.13	621894.7	849696.9	308202.12	878379.44	1451825.5	104236.38	0.0	0.0	0.0	0.0	0.0	0.0	621894.7	849696.9	308202.12	878379.44	1451825.5	104236.38	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|P06899|H2B1J_HUMAN	P06899	H2B1J_HUMAN	H2BC11	126	35.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2B type 1-J	1.0000	0.9990	5	2	0	54	2	0	0	0	0	0	0	0	0	0	0	0	24	9	7	6	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1843821.0	2418295.0	209898.5	1907650.2	3388196.8	114285.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	695696.4	877155.94	308202.12	883590.06	1249770.0	104236.38	sp|P23527|H2B1O_HUMAN, sp|P33778|H2B1B_HUMAN, sp|Q16778|H2B2E_HUMAN, sp|Q8N257|H2B3B_HUMAN
sp|O75044|SRGP2_HUMAN	O75044	SRGP2_HUMAN	SRGAP2	1071	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	SLIT-ROBO Rho GTPase-activating protein 2	1.0000	0.9990	4	5	3	5	5	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75367|H2AY_HUMAN	O75367	H2AY_HUMAN	MACROH2A1	372	16.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Core histone macro-H2A.1	1.0000	0.9990	4	6	5	6	6	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95819|M4K4_HUMAN	O95819	M4K4_HUMAN	MAP4K4	1239	6.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitogen-activated protein kinase kinase kinase kinase 4	1.0000	0.9990	6	10	3	10	8	0	0	0	0	2	3	0	0	0	0	0	8	0	0	0	0	2	93401.07	0.0	0.0	0.0	0.0	60990.094	0.0	0.0	0.0	0.0	0.0	0.0	93401.07	0.0	0.0	0.0	0.0	60990.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O96019|ACL6A_HUMAN	O96019	ACL6A_HUMAN	ACTL6A	429	9.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-like protein 6A	1.0000	0.9990	2	7	6	7	4	0	3	0	0	0	3	0	3	0	0	0	4	0	3	0	0	0	29908.82	0.0	47420.32	0.0	0.0	0.0	29908.82	0.0	47420.32	0.0	0.0	0.0	29908.82	0.0	47420.32	0.0	0.0	0.0	17196.549	0.0	27258.88	0.0	0.0	0.0	16585.938	0.0	26291.072	0.0	0.0	0.0	17196.549	0.0	27258.88	0.0	0.0	0.0	
sp|P00558|PGK1_HUMAN	P00558	PGK1_HUMAN	PGK1	417	53.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoglycerate kinase 1	1.0000	0.9990	16	73	55	73	44	1	2	0	0	26	32	1	2	0	0	20	44	1	2	0	0	26	622278.56	0.0	0.0	0.0	0.0	366496.2	389976.38	0.0	0.0	0.0	0.0	306764.25	622278.56	0.0	0.0	0.0	0.0	366496.2	236563.7	0.0	0.0	0.0	0.0	164405.66	172962.19	0.0	0.0	0.0	0.0	132979.02	236563.7	0.0	0.0	0.0	0.0	164405.66	
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	62.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plasminogen	1.0000	0.9990	44	271	237	271	9	11	243	0	0	8	4	11	214	0	0	8	9	11	243	0	0	8	0.0	736203.0	2602784.8	0.0	0.0	116310.164	0.0	736203.0	2602784.8	0.0	0.0	116310.164	0.0	736203.0	2602784.8	0.0	0.0	116310.164	735099.25	260076.66	905664.75	0.0	0.0	56113.625	896953.5	252787.83	880277.8	0.0	0.0	54541.0	735099.25	260076.66	905664.75	0.0	0.0	56113.625	
sp|P08519|APOA_HUMAN	P08519	APOA_HUMAN	LPA	4548	19.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein(a)	1.0000	0.9990	10	30	30	41	1	3	9	0	0	17	1	3	9	0	0	17	6	3	15	0	0	17	0.0	265694.56	154583.14	0.0	0.0	434889.7	0.0	265694.56	154583.14	0.0	0.0	434889.7	19515.102	265694.56	204380.4	0.0	0.0	379796.28	0.0	220229.52	104299.76	0.0	0.0	264036.53	0.0	220229.52	104299.76	0.0	0.0	264036.53	44369.53	200293.92	94856.55	0.0	0.0	240135.42	
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	94.80	Sus scrofa	1:Experimental evidence at protein level	Trypsin	1.0000	0.9990	21	5757	5558	5757	1196	849	1134	843	682	1053	1148	841	1097	835	677	960	1196	849	1134	843	682	1053	1.65242208E8	4.26366752E8	6.3966656E7	1.19508672E9	2.74399309E9	2.28528608E8	1.65242208E8	4.26366752E8	6.3966656E7	1.19508672E9	2.74399309E9	2.28528608E8	1.65242208E8	4.26366752E8	6.3966656E7	1.19508672E9	2.74399309E9	2.28528608E8	1.1289696E8	1.92522112E8	4.4114008E7	4.29001696E8	9.4728858E8	1.26017328E8	1.07544E8	1.9867848E8	4.2614512E7	4.44459392E8	1.06164038E9	1.1428964E8	1.1289696E8	1.92522112E8	4.4114008E7	4.29001696E8	9.4728858E8	1.26017328E8	
sp|P00760|TRY1_BOVIN	P00760	TRY1_BOVIN		246	17.10	Bos taurus	1:Experimental evidence at protein level	Cationic trypsin	0.9998	0.9990	5	47	17	61	15	5	10	2	3	12	6	2	1	1	1	6	21	6	11	2	3	18	90734.5	1.8110684E7	0.0	96320.414	9.6384752E7	1.2634369E7	90734.5	1.8110684E7	0.0	96320.414	9.6384752E7	1.2634369E7	113087.94	1.8110684E7	4567.9946	96320.414	9.6384752E7	1.321905E7	90734.5	0.0	0.0	0.0	0.0	1.2634369E7	90734.5	0.0	0.0	0.0	0.0	1.2634369E7	184474.22	0.0	49817.36	0.0	0.0	8425809.0	
sp|Q8NHM4|TRY6_HUMAN	Q8NHM4	TRY6_HUMAN	PRSS3P2	247	20.20	Homo sapiens OX=9606	5:Protein uncertain	Putative trypsin-6	0.9994	0.9990	3	88	0	273	21	7	8	13	6	33	0	0	0	0	0	0	63	14	44	21	11	120	1.4851087E7	1.8271278E7	5052917.5	5.6363088E7	1.12685736E8	1.0237034E7	0.0	0.0	0.0	0.0	0.0	0.0	1.5657527E7	1.920122E7	5478665.0	5.7982996E7	1.15189088E8	1.1821313E7	0.0	0.0	4302380.5	0.0	0.0	1.2022853E7	0.0	0.0	0.0	0.0	0.0	0.0	1.6549152E7	1.8356282E7	4646519.5	4.2322436E7	7.3611064E7	2.0272404E7	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	67.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0000	0.9990	32	431	426	431	0	3	387	8	0	33	0	3	383	8	0	32	0	3	387	8	0	33	0.0	315169.3	4914072.5	0.0	0.0	947787.9	0.0	315169.3	4914072.5	0.0	0.0	947787.9	0.0	315169.3	4914072.5	0.0	0.0	947787.9	0.0	151600.56	1690366.4	927279.56	0.0	380755.9	0.0	151264.08	1701673.1	933481.5	0.0	376548.7	0.0	151600.56	1690366.4	927279.56	0.0	380755.9	
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	74.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0000	0.9990	95	4876	4372	4876	502	41	2824	274	107	1128	436	35	2551	241	90	1019	502	41	2824	274	107	1128	1.4009497E7	1478528.5	3.0660782E7	1.0176816E7	1.3610236E7	1.9924524E7	1.4009497E7	1478528.5	3.0660782E7	1.0176816E7	1.3610236E7	1.9924524E7	1.4009497E7	1478528.5	3.0660782E7	1.0176816E7	1.3610236E7	1.9924524E7	5502959.5	1231537.9	2.6332332E7	8385337.5	9853364.0	9704004.0	5047451.0	1175149.1	2.564321E7	8581367.0	9637916.0	9180703.0	5502959.5	1231537.9	2.6332332E7	8385337.5	9853364.0	9704004.0	
sp|P20742|PZP_HUMAN	P20742	PZP_HUMAN	PZP	1482	8.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pregnancy zone protein	1.0000	0.9990	12	4	4	508	3	0	1	0	0	0	3	0	1	0	0	0	69	6	274	33	17	109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4233247.0	1484967.9	1.1111644E7	5957484.0	9296657.0	7598406.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4628928.0	488575.28	1.2054456E7	2931981.2	4483593.5	5143590.0	
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	73.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement C3	1.0000	0.9990	109	1827	1809	1827	30	92	1527	81	11	86	29	90	1516	81	11	82	30	92	1527	81	11	86	0.0	3235104.2	1.3254696E7	1148216.9	3228446.8	599996.9	0.0	3235104.2	1.3254696E7	1148216.9	3228446.8	599996.9	0.0	3235104.2	1.3254696E7	1148216.9	3228446.8	599996.9	528222.0	1563046.5	5567673.5	1521948.6	2835353.0	309887.97	550197.5	1509166.0	5600127.5	1523672.8	2816158.0	310185.97	528222.0	1563046.5	5567673.5	1521948.6	2835353.0	309887.97	
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	39.40	Homo sapiens	1:Experimental evidence at protein level	Complement C5	1.0000	0.9990	58	196	192	202	1	0	194	0	0	1	1	0	190	0	0	1	2	1	196	0	0	3	36548.215	0.0	816604.0	0.0	0.0	29401.951	36548.215	0.0	816604.0	0.0	0.0	29401.951	103664.22	1037858.4	2369062.5	0.0	0.0	106522.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73743.78	0.0	1285806.5	0.0	0.0	84745.33	
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	57.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30	1.0000	0.9990	7	7	0	304	0	0	7	0	0	0	0	0	0	0	0	0	0	78	43	84	77	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9813204E7	1826007.6	1.9944368E8	5.9213338E8	2217172.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2915974E7	1042879.75	8.076336E7	2.33216608E8	1666275.1	sp|P0DP03|HVC05_HUMAN
sp|P01764|HV323_HUMAN	P01764	HV323_HUMAN	IGHV3-23	117	57.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-23	1.0000	0.9990	7	336	44	341	0	84	54	92	79	27	0	7	18	9	3	7	0	85	54	93	80	29	0.0	5.9813204E7	1826007.6	1.9944368E8	5.9213338E8	2217172.5	0.0	1677173.2	85952.5	8877130.0	1.3673169E7	56322.527	0.0	5.9813204E7	1826007.6	1.9944368E8	5.9213338E8	2217172.5	0.0	2.9191624E7	1297831.9	1.0787572E8	2.31394208E8	1139222.6	0.0	1938426.8	118542.516	1.0583669E7	1.4992161E7	71423.11	0.0	2.9191624E7	1297831.9	9.7312224E7	2.23330096E8	1308489.1	
sp|P01767|HV353_HUMAN	P01767	HV353_HUMAN	IGHV3-53	116	56.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-53	1.0000	0.9990	7	4	1	269	0	0	4	0	0	0	0	0	1	0	0	0	0	68	41	70	64	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5229912E7	879661.75	1.25867024E8	3.20873792E8	1513646.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1827008E7	1343224.0	8.7919376E7	2.19011216E8	2043303.9	
sp|A0A0B4J1V1|HV321_HUMAN	A0A0B4J1V1	HV321_HUMAN	IGHV3-21	117	53.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-21	1.0000	0.9990	7	6	5	74	0	0	5	0	0	1	0	0	5	0	0	0	0	3	32	2	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82200.89	285852.44	959398.9	758489.56	1468648.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	764065.8	1532863.4	0.0	1372759.1	
sp|A0A0B4J1X5|HV374_HUMAN	A0A0B4J1X5	HV374_HUMAN	IGHV3-74	117	37.60	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-74	1.0000	0.9990	6	5	5	240	0	0	2	0	0	3	0	0	2	0	0	3	0	62	38	58	55	27	0.0	0.0	336585.28	0.0	0.0	365775.34	0.0	0.0	336585.28	0.0	0.0	365775.34	0.0	3.378846E7	879661.75	1.23269128E8	3.14100224E8	1613572.2	0.0	0.0	270784.06	0.0	0.0	379666.72	0.0	0.0	270784.06	0.0	0.0	379666.72	0.0	3.738558E7	1407991.1	9.2932832E7	2.19272912E8	2060776.6	
sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	117	32.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-7	1.0000	0.9990	6	56	14	80	0	2	21	2	0	31	0	0	5	1	0	8	0	3	31	3	1	42	0.0	82200.89	826045.0	1432492.8	0.0	2686648.2	0.0	0.0	540192.56	734484.1	0.0	1384417.5	0.0	82200.89	764507.44	1693883.0	758489.56	2481078.2	0.0	0.0	423942.2	820614.7	0.0	1315973.1	0.0	0.0	368143.22	0.0	0.0	1316348.1	0.0	0.0	744869.75	1334294.5	0.0	1702229.4	
sp|A0A0C4DH32|HV320_HUMAN	A0A0C4DH32	HV320_HUMAN	IGHV3-20	117	28.20	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-20	0.9999	0.9976	5	13	13	61	0	6	0	4	3	0	0	6	0	4	3	0	0	9	16	6	4	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82200.89	285852.44	959398.9	758489.56	1468648.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378121.53	834978.06	0.0	822970.3	
sp|P01782|HV309_HUMAN	P01782	HV309_HUMAN	IGHV3-9	118	18.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-9	0.9982	0.9990	4	15	0	63	0	0	8	0	0	7	0	0	0	0	0	0	0	3	24	2	1	33	0.0	0.0	458047.94	0.0	0.0	712737.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82200.89	285852.44	959398.9	758489.56	1468648.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	478526.7	977072.7	0.0	890485.1	sp|P0DP04|HV43D_HUMAN
sp|P01766|HV313_HUMAN	P01766	HV313_HUMAN	IGHV3-13	116	19.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-13	0.9982	0.9990	3	4	4	51	0	0	1	0	0	3	0	0	1	0	0	3	0	3	17	2	1	28	0.0	0.0	27087.695	0.0	0.0	371720.28	0.0	0.0	27087.695	0.0	0.0	371720.28	0.0	82200.89	285852.44	959398.9	758489.56	1468648.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285852.44	834978.06	0.0	1088613.5	
sp|A0A0B4J1X8|HV343_HUMAN	A0A0B4J1X8	HV343_HUMAN	IGHV3-43	118	24.60	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-43	0.9980	0.9989	4	2	2	52	0	0	1	0	0	1	0	0	1	0	0	1	0	3	18	2	1	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82200.89	285852.44	959398.9	758489.56	1468648.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346242.22	834978.06	0.0	898743.1	
sp|P0DP02|HVC33_HUMAN	P0DP02	HVC33_HUMAN	IGHV3-30-3	117	0.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30-3	0.0191	0.9990	6	18	0	270	0	0	10	0	0	8	0	0	0	0	0	0	0	68	42	70	64	26	0.0	0.0	1718885.5	0.0	0.0	1340049.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5229912E7	879661.75	1.25867024E8	3.20873792E8	1513646.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1827008E7	1343224.0	8.7919376E7	2.19011216E8	2043303.9	
sp|P01824|HV439_HUMAN	P01824	HV439_HUMAN	IGHV4-39	125	36.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-39	0.9990	0.9990	3	62	4	62	0	6	43	2	0	11	0	0	4	0	0	0	0	6	43	2	0	11	0.0	764078.44	3327576.5	994669.2	0.0	1587127.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	764078.44	3327576.5	994669.2	0.0	1587127.4	0.0	447231.66	2486606.2	0.0	0.0	1071388.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447231.66	2486606.2	0.0	0.0	1071388.0	
sp|P06331|HV434_HUMAN	P06331	HV434_HUMAN	IGHV4-34	123	37.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-34	0.9990	0.9990	3	2	2	60	0	0	2	0	0	0	0	0	2	0	0	0	0	6	41	2	0	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	764078.44	3327576.5	994669.2	0.0	1587127.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447231.66	2486606.2	0.0	0.0	1071388.0	
